"","date","time","type","count","datetime"
"1",2012-07-08,"20:43:48","leaders",0,2012-07-08 20:43:48
"2",2012-07-09,"01:52:19","people",0,2012-07-09 01:52:19
"3",2012-07-09,"17:05:02","movs",0,2012-07-09 17:05:02
"4",2012-07-09,"17:56:09","people",1,2012-07-09 17:56:09
"5",2012-07-09,"17:58:19","people",2,2012-07-09 17:58:19
"6",2012-07-09,"18:15:19","people",3,2012-07-09 18:15:19
"7",2012-07-10,"05:13:00","people",4,2012-07-10 05:13:00
"8",2012-07-10,"17:44:04","people",5,2012-07-10 17:44:04
"9",2012-09-09,"02:11:01","people",6,2012-09-09 02:11:01
"10",2012-09-09,"02:11:38","people",7,2012-09-09 02:11:38
"11",2012-09-09,"02:57:30","people",8,2012-09-09 02:57:30
"12",2012-09-27,"15:37:18","people",9,2012-09-27 15:37:18
"13",2012-09-27,"16:55:22","people",10,2012-09-27 16:55:22
"14",2012-09-30,"20:49:16","people",11,2012-09-30 20:49:16
"15",2012-09-30,"21:33:39","people",12,2012-09-30 21:33:39
"16",2012-10-03,"12:59:56","people",13,2012-10-03 12:59:56
"17",2012-10-03,"13:58:39","people",14,2012-10-03 13:58:39
"18",2012-10-04,"21:02:30","people",15,2012-10-04 21:02:30
"19",2012-10-04,"21:15:58","people",16,2012-10-04 21:15:58
"20",2012-10-04,"21:29:16","people",17,2012-10-04 21:29:16
"21",2012-10-04,"21:40:18","people",18,2012-10-04 21:40:18
"22",2012-10-04,"22:10:04","people",19,2012-10-04 22:10:04
"23",2012-10-04,"22:10:46","people",20,2012-10-04 22:10:46
"24",2012-10-04,"23:03:04","people",21,2012-10-04 23:03:04
"25",2012-10-04,"23:25:51","people",22,2012-10-04 23:25:51
"26",2012-10-04,"23:29:52","people",23,2012-10-04 23:29:52
"27",2012-10-04,"23:32:17","people",24,2012-10-04 23:32:17
"28",2012-10-05,"00:19:40","people",25,2012-10-05 00:19:40
"29",2012-10-05,"01:45:18","people",26,2012-10-05 01:45:18
"30",2012-10-05,"17:02:47","people",27,2012-10-05 17:02:47
"31",2012-10-05,"17:02:52","people",28,2012-10-05 17:02:52
"32",2012-10-05,"17:03:10","people",29,2012-10-05 17:03:10
"33",2012-10-05,"17:03:52","people",30,2012-10-05 17:03:52
"34",2012-10-05,"17:08:12","people",31,2012-10-05 17:08:12
"35",2012-10-05,"17:13:17","people",32,2012-10-05 17:13:17
"36",2012-10-05,"17:14:18","people",33,2012-10-05 17:14:18
"37",2012-10-05,"17:31:48","people",34,2012-10-05 17:31:48
"38",2012-10-05,"17:34:52","people",35,2012-10-05 17:34:52
"39",2012-10-05,"17:35:57","people",36,2012-10-05 17:35:57
"40",2012-10-05,"17:36:21","people",37,2012-10-05 17:36:21
"41",2012-10-05,"18:19:59","people",38,2012-10-05 18:19:59
