"","date","time","type","count","datetime"
"1",2011-10-06,"18:41:07","people",0,2011-10-06 18:41:07
"2",2012-09-07,"17:49:20","orgs",0,2012-09-07 17:49:20
"3",2012-09-11,"03:25:55","leaders",0,2012-09-11 03:25:55
"4",2012-09-11,"03:33:18","people",1,2012-09-11 03:33:18
"5",2012-09-11,"13:30:30","movs",0,2012-09-11 13:30:30
"6",2012-09-11,"13:30:58","people",2,2012-09-11 13:30:58
"7",2012-09-11,"13:32:51","people",3,2012-09-11 13:32:51
"8",2012-09-11,"13:34:00","people",4,2012-09-11 13:34:00
"9",2012-09-11,"14:44:40","people",5,2012-09-11 14:44:40
"10",2013-06-01,"01:19:14","people",6,2013-06-01 01:19:14
"11",2013-06-01,"01:20:25","leaders",1,2013-06-01 01:20:25
"12",2013-06-02,"05:34:06","people",7,2013-06-02 05:34:06
"13",2013-06-02,"23:37:17","people",8,2013-06-02 23:37:17
"14",2013-06-02,"23:37:28","people",9,2013-06-02 23:37:28
"15",2013-06-02,"23:37:57","people",10,2013-06-02 23:37:57
"16",2013-06-02,"23:39:48","people",11,2013-06-02 23:39:48
"17",2013-06-02,"23:52:11","people",12,2013-06-02 23:52:11
"18",2013-06-03,"00:00:44","people",13,2013-06-03 00:00:44
"19",2013-06-07,"17:42:10","people",14,2013-06-07 17:42:10
"20",2013-06-07,"17:46:46","people",15,2013-06-07 17:46:46
"21",2013-06-08,"00:11:27","people",16,2013-06-08 00:11:27
"22",2013-06-08,"00:11:37","people",17,2013-06-08 00:11:37
"23",2013-06-08,"03:32:11","people",18,2013-06-08 03:32:11
"24",2013-06-08,"17:01:07","people",19,2013-06-08 17:01:07
"25",2013-06-08,"17:15:42","people",20,2013-06-08 17:15:42
"26",2013-06-10,"01:34:15","people",21,2013-06-10 01:34:15
"27",2013-06-10,"04:07:37","people",22,2013-06-10 04:07:37
"28",2013-06-10,"15:37:35","people",23,2013-06-10 15:37:35
"29",2013-06-11,"00:47:19","people",24,2013-06-11 00:47:19
"30",2013-06-11,"01:00:49","people",25,2013-06-11 01:00:49
"31",2013-06-11,"05:15:02","people",26,2013-06-11 05:15:02
"32",2013-06-11,"05:31:52","people",27,2013-06-11 05:31:52
"33",2013-06-11,"05:32:04","people",28,2013-06-11 05:32:04
"34",2013-06-11,"05:50:16","people",29,2013-06-11 05:50:16
"35",2013-06-11,"13:24:20","people",30,2013-06-11 13:24:20
"36",2013-06-11,"13:26:37","people",31,2013-06-11 13:26:37
"37",2013-06-11,"13:29:19","people",32,2013-06-11 13:29:19
"38",2013-06-11,"18:30:15","people",33,2013-06-11 18:30:15
"39",2013-06-11,"18:40:34","people",34,2013-06-11 18:40:34
"40",2013-06-11,"18:41:09","movs",1,2013-06-11 18:41:09
"41",2013-06-11,"18:41:36","people",35,2013-06-11 18:41:36
"42",2013-06-11,"21:12:58","people",36,2013-06-11 21:12:58
"43",2013-06-11,"21:14:52","people",37,2013-06-11 21:14:52
"44",2013-06-11,"21:18:20","people",38,2013-06-11 21:18:20
"45",2013-06-12,"00:35:40","people",39,2013-06-12 00:35:40
"46",2013-06-12,"00:36:03","people",40,2013-06-12 00:36:03
"47",2013-06-12,"00:36:37","people",41,2013-06-12 00:36:37
"48",2013-06-12,"02:24:00","people",42,2013-06-12 02:24:00
"49",2013-06-12,"03:08:59","people",43,2013-06-12 03:08:59
"50",2013-06-12,"04:53:00","people",44,2013-06-12 04:53:00
"51",2013-06-12,"05:32:32","people",45,2013-06-12 05:32:32
"52",2013-06-12,"14:10:50","people",46,2013-06-12 14:10:50
"53",2013-06-12,"19:53:12","people",47,2013-06-12 19:53:12
"54",2013-06-12,"19:53:24","people",48,2013-06-12 19:53:24
"55",2013-06-12,"19:53:27","people",49,2013-06-12 19:53:27
"56",2013-06-12,"19:53:27","people",50,2013-06-12 19:53:27
"57",2013-06-12,"19:55:05","people",51,2013-06-12 19:55:05
"58",2013-06-12,"19:55:47","people",52,2013-06-12 19:55:47
"59",2013-06-12,"20:57:08","people",53,2013-06-12 20:57:08
"60",2013-06-12,"21:13:59","people",54,2013-06-12 21:13:59
"61",2013-06-12,"21:28:54","people",55,2013-06-12 21:28:54
"62",2013-06-12,"21:40:30","people",56,2013-06-12 21:40:30
"63",2013-06-12,"22:00:49","people",57,2013-06-12 22:00:49
"64",2013-06-12,"22:04:50","people",58,2013-06-12 22:04:50
"65",2013-06-12,"23:39:00","people",59,2013-06-12 23:39:00
"66",2013-06-12,"23:39:04","people",60,2013-06-12 23:39:04
"67",2013-06-12,"23:47:14","people",61,2013-06-12 23:47:14
"68",2013-06-12,"23:47:48","people",62,2013-06-12 23:47:48
"69",2013-06-12,"23:48:24","people",63,2013-06-12 23:48:24
"70",2013-06-12,"23:48:35","people",64,2013-06-12 23:48:35
"71",2013-06-13,"00:10:17","people",65,2013-06-13 00:10:17
"72",2013-06-13,"00:17:41","people",66,2013-06-13 00:17:41
"73",2013-06-13,"00:37:16","people",67,2013-06-13 00:37:16
"74",2013-06-13,"01:53:55","people",68,2013-06-13 01:53:55
"75",2013-06-13,"02:14:46","people",69,2013-06-13 02:14:46
"76",2013-06-13,"02:21:48","people",70,2013-06-13 02:21:48
"77",2013-06-13,"02:24:00","people",71,2013-06-13 02:24:00
"78",2013-06-13,"02:26:43","people",72,2013-06-13 02:26:43
"79",2013-06-13,"02:35:29","people",73,2013-06-13 02:35:29
"80",2013-06-13,"02:39:17","people",74,2013-06-13 02:39:17
"81",2013-06-13,"03:45:38","people",75,2013-06-13 03:45:38
"82",2013-06-13,"03:45:39","people",76,2013-06-13 03:45:39
"83",2013-06-13,"03:54:47","people",77,2013-06-13 03:54:47
"84",2013-06-13,"05:10:00","people",78,2013-06-13 05:10:00
"85",2013-06-13,"10:07:32","people",79,2013-06-13 10:07:32
"86",2013-06-13,"11:08:11","people",80,2013-06-13 11:08:11
"87",2013-06-13,"11:35:31","people",81,2013-06-13 11:35:31
"88",2013-06-13,"11:39:56","people",82,2013-06-13 11:39:56
"89",2013-06-13,"11:41:01","people",83,2013-06-13 11:41:01
"90",2013-06-13,"11:42:53","people",84,2013-06-13 11:42:53
"91",2013-06-13,"11:47:05","people",85,2013-06-13 11:47:05
"92",2013-06-13,"11:53:40","people",86,2013-06-13 11:53:40
"93",2013-06-13,"12:02:12","people",87,2013-06-13 12:02:12
"94",2013-06-13,"12:06:35","people",88,2013-06-13 12:06:35
"95",2013-06-13,"12:07:39","people",89,2013-06-13 12:07:39
"96",2013-06-13,"12:08:56","people",90,2013-06-13 12:08:56
"97",2013-06-13,"12:15:36","people",91,2013-06-13 12:15:36
"98",2013-06-13,"12:27:40","people",92,2013-06-13 12:27:40
"99",2013-06-13,"12:27:43","people",93,2013-06-13 12:27:43
"100",2013-06-13,"12:30:49","people",94,2013-06-13 12:30:49
"101",2013-06-13,"12:30:59","people",95,2013-06-13 12:30:59
"102",2013-06-13,"12:39:04","people",96,2013-06-13 12:39:04
"103",2013-06-13,"12:40:15","people",97,2013-06-13 12:40:15
"104",2013-06-13,"12:41:27","people",98,2013-06-13 12:41:27
"105",2013-06-13,"13:06:24","people",99,2013-06-13 13:06:24
"106",2013-06-13,"13:06:53","people",100,2013-06-13 13:06:53
"107",2013-06-13,"13:07:25","people",101,2013-06-13 13:07:25
"108",2013-06-13,"13:13:05","people",102,2013-06-13 13:13:05
"109",2013-06-13,"13:14:53","people",103,2013-06-13 13:14:53
"110",2013-06-13,"13:16:03","people",104,2013-06-13 13:16:03
"111",2013-06-13,"13:20:37","people",105,2013-06-13 13:20:37
"112",2013-06-13,"13:21:53","people",106,2013-06-13 13:21:53
"113",2013-06-13,"13:43:26","people",107,2013-06-13 13:43:26
"114",2013-06-13,"13:43:57","people",108,2013-06-13 13:43:57
"115",2013-06-13,"13:43:59","people",109,2013-06-13 13:43:59
"116",2013-06-13,"13:44:02","people",110,2013-06-13 13:44:02
"117",2013-06-13,"14:03:41","people",111,2013-06-13 14:03:41
"118",2013-06-13,"14:08:32","people",112,2013-06-13 14:08:32
"119",2013-06-13,"14:11:52","people",113,2013-06-13 14:11:52
"120",2013-06-13,"14:13:32","people",114,2013-06-13 14:13:32
"121",2013-06-13,"14:17:53","movs",2,2013-06-13 14:17:53
"122",2013-06-13,"14:19:42","people",115,2013-06-13 14:19:42
"123",2013-06-13,"14:21:35","people",116,2013-06-13 14:21:35
"124",2013-06-13,"14:22:21","movs",3,2013-06-13 14:22:21
"125",2013-06-13,"14:23:02","people",117,2013-06-13 14:23:02
"126",2013-06-13,"14:23:09","people",118,2013-06-13 14:23:09
"127",2013-06-13,"14:23:56","people",119,2013-06-13 14:23:56
"128",2013-06-13,"14:24:01","people",120,2013-06-13 14:24:01
"129",2013-06-13,"14:25:09","people",121,2013-06-13 14:25:09
"130",2013-06-13,"14:26:14","movs",4,2013-06-13 14:26:14
"131",2013-06-13,"14:26:15","people",122,2013-06-13 14:26:15
"132",2013-06-13,"14:29:55","movs",5,2013-06-13 14:29:55
"133",2013-06-13,"14:31:04","people",123,2013-06-13 14:31:04
"134",2013-06-13,"14:31:51","people",124,2013-06-13 14:31:51
"135",2013-06-13,"14:32:02","people",125,2013-06-13 14:32:02
"136",2013-06-13,"14:32:05","people",126,2013-06-13 14:32:05
"137",2013-06-13,"14:32:25","people",127,2013-06-13 14:32:25
"138",2013-06-13,"14:32:49","people",128,2013-06-13 14:32:49
"139",2013-06-13,"14:33:01","people",129,2013-06-13 14:33:01
"140",2013-06-13,"14:33:33","movs",6,2013-06-13 14:33:33
"141",2013-06-13,"14:34:29","people",130,2013-06-13 14:34:29
"142",2013-06-13,"14:34:46","people",131,2013-06-13 14:34:46
"143",2013-06-13,"14:35:03","people",132,2013-06-13 14:35:03
"144",2013-06-13,"14:36:08","people",133,2013-06-13 14:36:08
"145",2013-06-13,"14:37:24","movs",7,2013-06-13 14:37:24
"146",2013-06-13,"14:38:41","people",134,2013-06-13 14:38:41
"147",2013-06-13,"14:39:57","people",135,2013-06-13 14:39:57
"148",2013-06-13,"14:40:37","people",136,2013-06-13 14:40:37
"149",2013-06-13,"14:41:40","people",137,2013-06-13 14:41:40
"150",2013-06-13,"14:42:29","people",138,2013-06-13 14:42:29
