created_at,favorited,in_reply_to_screen_name,lang,permanent link,source,text,user profile description,user profile location,user_created_at,user_followers_count,user_name,user_screen_name,user_time_zone
"Mon Oct 14 12:16:06 +0000 2013","False",,"es","http://twitter.com/ApoyalaEd/status/389726306675347456","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","#yomarchoel17...y despues...en Derecho UV Valparaiso...  ¡No te pierdas el #ConciertoValparaísoCelebraaVictorJara... http://t.co/E9G5AOUUwf","Red global de apoyo a las reivindicaciones por el derecho y el acceso gratuito a una educacion de calidad","Chile, Viña del mar - Santiago","Fri Aug 12 02:53:36 +0000 2011","126","ApoyalaEd~","ApoyalaEd"
"Mon Oct 14 12:41:34 +0000 2013","False",,"es","http://twitter.com/DiegoGuajardo/status/389732711839322113","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A conquistar el derecho a la educación para todos!  #YoMarchoEl17 #NosVemosEl17 http://t.co/WhpWjeDG7K","Estudiante de Adm. Pública UV, un romántico bohemio. Miembro Dirección Regional V Universitaria Gloriosas Juventudes Comunistas de Chile JJ☭ CC.","Valparaíso, Chile","Wed May 11 14:29:40 +0000 2011","701","Diego Guajardo","DiegoGuajardo","Santiago"
"Tue Oct 15 06:33:54 +0000 2013","False",,"es","http://twitter.com/CarliFernandini/status/390002575279284224","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Todos a la calle, a recuperar lo que nos pertenece!!! Educación pública, gratuita, laica y de validad #yomarchoel17 https://t.co/sMV7e2ZPjL","Nunca dudes que un pequeño grupo de ciudadanos reflexivos y comprometidos pueda cambiar el mundo. De hecho con los únicos que lo han logrado.","Santiago-Chile","Sun Oct 13 04:51:41 +0000 2013","33","Carlita Fernandini","CarliFernandini"
"Tue Oct 15 14:40:10 +0000 2013","False",,"es","http://twitter.com/Gpacheco1989/status/390124947625885697","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#BanderazoxlaEducacion ...previo a la marcha por la educación...#Yomarchoel17 @feusach http://t.co/YQYwe96OSw","Estudiante de Ingenieria Civil en Obras Civiles / Consejero Superior USACH 2013-2014 / @Consejerotwitt /@accion_usach","Chile","Wed Jun 22 04:05:16 +0000 2011","137","Gonzalo Pacheco ","Gpacheco1989"
"Tue Oct 15 17:08:00 +0000 2013","False",,"es","http://twitter.com/ApoyalaEd/status/390162151920263168","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ORGANICESE...DIFUNDA...ASISTA...#YOMARCHOEL17...Recorrido marcha en Santiago: Plaza Italia, Alameda doblando por... http://t.co/CkftBIL1uM","Red global de apoyo a las reivindicaciones por el derecho y el acceso gratuito a una educacion de calidad","Chile, Viña del mar - Santiago","Fri Aug 12 02:53:36 +0000 2011","126","ApoyalaEd~","ApoyalaEd"
"Tue Oct 15 17:11:01 +0000 2013","False",,"es","http://twitter.com/radicalyfeliz/status/390162911123226624","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ApoyalaEd: ORGANICESE...DIFUNDA...ASISTA...#YOMARCHOEL17...Recorrido marcha en Santiago: Plaza Italia, Alameda doblando por... http://t…",,"","Mon Sep 05 02:20:38 +0000 2011","1168","Radical y Feliz","radicalyfeliz"
"Wed Oct 16 01:31:09 +0000 2013","False",,"es","http://twitter.com/negrodanny/status/390288774107648000","web","Que bonito, pienso en muchos que no alcanzaron a ver esta generación de cabros que se paran de igual a igual en cualquier lado #Yomarchoel17","Porteño hace 8 años en Santiago, construyendo espacios donde edificar sueños y esperanzas, miembro equipo programatico de @panchofigueroa @panchodiputado","Distrito 21 Ñuñoa Providencia","Fri Nov 13 03:29:42 +0000 2009","330","Daniel Arancibia G.","negrodanny","Santiago"
"Wed Oct 16 01:33:22 +0000 2013","False",,"es","http://twitter.com/Ivettelozoya/status/390289331786878976","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @negrodanny: Que bonito, pienso en muchos que no alcanzaron a ver esta generación de cabros que se paran de igual a igual en cualquier l…","Soy profe de historia, Chuncha, Comunista (de verdad no del PC) y mamá del Fabián.","","Tue Apr 17 23:03:29 +0000 2012","95","Ivette Lozoya","Ivettelozoya","Santiago"
"Wed Oct 16 16:34:19 +0000 2013","False",,"es","http://twitter.com/gbenavidesn/status/390516061776662528","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @antifachas_cl: #YoMarchoel17 en vez de hacer desmanes estúpidos y destruir tiendas, Aprovechen mañana de sacar y romper toda la propaga…","Estudiante de Derecho Utal. directo y consecuente.  Un loco del #Rugby. Ajedrecista frustrado. Asfixiado por quinto año.","Licantén - Curicó - Talca.","Wed Jun 23 13:15:08 +0000 2010","683","Gerardo Benavides","gbenavidesn","Santiago"
"Wed Oct 16 16:39:06 +0000 2013","False",,"es","http://twitter.com/NerosDecay_/status/390517264752971776","<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","RT @antifachas_cl: #YoMarchoel17 en vez de hacer desmanes estúpidos y destruir tiendas, Aprovechen mañana de sacar y romper toda la propaga…","Camila, dieciseis, Liceo n°1 de Santiago, una panda-humana de la dinastía Poppy. Re abriendo twitter. Personalidad múltiple?","Santiago, Chile.","Sun Oct 14 22:06:15 +0000 2012","220","Camila Gutiérrez","NerosDecay_","Santiago"
