created_at,favorited,in_reply_to_screen_name,lang,permanent link,source,text,user profile description,user profile location,user_created_at,user_followers_count,user_name,user_screen_name,user_time_zone
"Wed May 16 03:49:01 +0000 2012","False",,,"http://twitter.com/Nelgalileo/status/202606553214369793","web","Yo también desde lejos apoyo los estudiantes #Yomarchoel26","Physicist.Candidato a Doctor (USACh - DUKE). Disfruto los deportes outdoors. #soydonante  #Chile","Durham, NC ","Sun Jul 26 01:12:50 +0000 2009","280","Nelson Sepulveda","Nelgalileo","Santiago"
"Thu Sep 06 01:23:11 +0000 2012","False",,,"http://twitter.com/copano/status/243519682429218816","<a href=""http://www.plumon.cl/"" rel=""nofollow"">Plumón Social</a>","AHORA: #CAUSADELDIA #yomarchoel26  — #demasiadotarde en Vivo — http://t.co/ZQt6zD2n","Host en #demasiadotarde . Lun a Vie a las 22 en http://dtvtr.cl / @Canalvive y @CNNChile / Profesor, columnista y director de EL GRUPO.  ","Santiago, Chile","Wed Jun 20 20:29:20 +0000 2007","424258","Nicolas Copano","copano","Santiago"
"Thu Sep 06 01:24:28 +0000 2012","False",,,"http://twitter.com/felipeignaciogr/status/243520006552440832","<a href=""http://www.plumon.cl/"" rel=""nofollow"">Plumón Social</a>","Viendo y Apoyando la #CAUSADELDIA #yomarchoel26 POR LA #DIVERSIDADSEXUAL  — #demasiadotarde en Vivo — http://t.co/xXW1NphC","La mejor protesta es hacer día a día lo que crees correcto // Me gusta estudiar en la USACh :)","Santiago, Chile","Sun Dec 12 22:47:50 +0000 2010","62","Felipe Ignacio","felipeignaciogr","Atlantic Time (Canada)"
"Sat Jun 15 23:50:27 +0000 2013","False",,"es","http://twitter.com/DiegoGuajardo/status/346052111542407168","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Confech y Uniôn Portuaria de Chile convocan a la gran movilizaciôn del dìa 26 de Junio! #YoMarchoEl26… http://t.co/Dmw5bludAM","Estudiante de Adm. Pública UV, un romántico bohemio. Miembro Dirección Regional V Universitaria Gloriosas Juventudes Comunistas de Chile JJ☭ CC.","Valparaíso, Chile","Wed May 11 14:29:40 +0000 2011","621","Diego Guajardo","DiegoGuajardo","Santiago"
"Tue Jun 18 04:46:13 +0000 2013","False",,"es","http://twitter.com/pecatore/status/346851320969449473","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Porque no pueden hacer los #estudiantes lo que debe hacer el pueblo en su conjunto! #yomarchoel26","De abajo, a la izquierda y verde. Ah! y @NoPRESTOelVOTO","CHILE","Sat Jun 27 11:08:56 +0000 2009","987","Ignacio Fernandez","pecatore","Santiago"
"Tue Jun 18 04:48:27 +0000 2013","False",,"es","http://twitter.com/NOprestoelvoto/status/346851883383656449","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Porque no pueden hacer los #estudiantes lo que debe hacer el pueblo en su conjunto! #yomarchoel26","Esta campaña pretende ser alternativa de participación, compromiso y lucha. Fortaleciendo las demandas populares y organizándonos. #YoNOprestoElVoto","Chile","Sun Sep 09 23:37:18 +0000 2012","1170","#YoNoPrestoElVoto","NOprestoelvoto"
"Tue Jun 18 05:03:44 +0000 2013","False",,"es","http://twitter.com/pavilar01/status/346855726838333440","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @NOprestoelvoto: Porque no pueden hacer los #estudiantes lo que debe hacer el pueblo en su conjunto! #yomarchoel26",,"Santiago de Chile","Fri Feb 15 03:59:20 +0000 2013","1316","Patricio Avila","pavilar01","Santiago"
"Tue Jun 18 14:30:53 +0000 2013","False",,"es","http://twitter.com/castpancho/status/346998458101661697","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#yomarchoel26 si o si, como estudiante, como trabajador y como gay","Estudiante de Historia, militante de la Union Nacional Estudiantil (@une_chile) y del Comité de Solidaridad con Palestina! http://facebook.com/castpancho","Valparaiso","Thu Jul 22 06:43:57 +0000 2010","538","Francisco Castillo","castpancho","Santiago"
"Thu Jun 20 18:03:23 +0000 2013","False",,"es","http://twitter.com/espantachuncho/status/347776710332256256","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","Secundarios anticipan paro del 26 de junio marchando por Alameda http://t.co/tZnlIJL5bN #YoMarchoEl26 #YoParoEl26 #YoProtestoEl26 #Tomazo","LIUMAN ÑAMUN CACIKE ANTIFACHO..ANTIPAKOS..por la libertad de la gente a expresarse ¡¡NACÍO Y CRIAO EN  LA COMXNA DEL BOSKE ENCAPUCHADO..SIN PERROS NO SOMOS NADA","","Thu Oct 27 14:01:28 +0000 2011","712","#ParoNacional","espantachuncho"
"Fri Jun 21 22:16:00 +0000 2013","False",,"es","http://twitter.com/Caarlosrafae/status/348202669850120192","web","preparándonos para el 26 #YoMarchoEl26","Carlos 17 .- Me pregunto si las estrellas se iluminan con el fin de que algún día, cada uno pueda encontrar la suya - El principito.  Instagram: Caarlosrafae","Curico ,Chile","Mon Jun 15 23:04:06 +0000 2009","722","Carlos Rafael ","Caarlosrafae","Santiago"
