created_at,favorited,in_reply_to_screen_name,lang,permanent link,source,text,user profile description,user profile location,user_created_at,user_followers_count,user_name,user_screen_name,user_time_zone
"Sun Jul 08 20:43:48 +0000 2012","False",,,"http://twitter.com/MoisesParedesR/status/222068489765134337","web","RT Marcha 11 de Julio: ¡A renacionalizar el cobre y los recursos naturales! #ElCobreEsChileno y #YoMarchoEl11  http://t.co/Xt3Ap6lA","tenor lírico , vocero liceo arturo alessandri palma año 2011, generación expulsados 2011 y lucho cada día para hacer de este país un mejor lugar para vivir.","santiago ","Thu Mar 22 22:52:58 +0000 2012","363","moises paredes","MoisesParedesR","Atlantic Time (Canada)"
"Mon Jul 09 01:52:19 +0000 2012","False",,,"http://twitter.com/agonzalezide/status/222146131822510080","web","Por que una nacion debe ser dueña de sus recursos naturales #YoMarchoEl11","Estudiante de Ing.Comercial. Rockero barbon, lector de novelas y de libros de historia. Con los pensamientos y las convicciones bien a la Izquierda ","Santiago, Chile","Fri Sep 23 15:37:14 +0000 2011","96","Andres Gonzalez Ide","agonzalezide","Santiago"
"Mon Jul 09 17:05:02 +0000 2012","False",,,"http://twitter.com/La_PezEra/status/222375822324019200","web","18:30 horas: Evento en el ex congreso en honor al aniversario de la nacionalización del Cobre #YoMarchoEl11","Somos la contracampaña al a la red informativa y a su anzuelo comunicacional. Si zafar podemos, la revolución haremos!","","Sat May 14 14:16:52 +0000 2011","28","La pez-era","La_PezEra","Eastern Time (US & Canada)"
"Mon Jul 09 17:56:09 +0000 2012","False",,,"http://twitter.com/maldocris76/status/222388688062136322","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","RT @Yanay_Raymapu: Confech convoca a una nueva movilización para este miércoles 11 d julio #YoMarchoel11 http://t.co/kRI2XvP9 @Publimetr ...","Zurdo, músico, folklorista, trabajador y estudiante hijo de obrero. Comprometido con la causa social. LatinoamericaUnida/Anti imperialista","Patagonia Sin Represas","Fri Aug 05 21:18:50 +0000 2011","271","Cristian Maldonado","maldocris76","Santiago"
"Mon Jul 09 17:58:19 +0000 2012","False",,,"http://twitter.com/eugeniofarias/status/222389234072424448","web","RT @Yanay_Raymapu: Confech convoca a una nueva movilización para este miércoles 11 d julio #YoMarchoel11 http://t.co/kRI2XvP9 @Publimetr ...","El sabio evoluciona, el necio se aferra a sus dogmas y muere con ellos, solo la lucha nos hará libres, adelante con todas las fuerzas de la historia.","Stgo. de Chile","Wed Jun 17 01:33:27 +0000 2009","143","Eugenio Farias","eugeniofarias","Atlantic Time (Canada)"
"Mon Jul 09 18:15:19 +0000 2012","False",,,"http://twitter.com/locault/status/222393509771091968","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Confech convoca a una nueva movilización para este miércoles 11 d julio #YoMarchoel11 http://t.co/58JaPkvd @PublimetroChile #NoALeyHinzpeter","Futuro Historiador, Quizá sea inoportuno o acaso delirante. Soy de tantas maneras como gente pretenda, nomás, calificarme. Melomano, Adicto al Cine.","","Tue Jan 12 02:21:32 +0000 2010","677","Luis Martinez","locault","Santiago"
"Tue Jul 10 05:13:00 +0000 2012","False",,,"http://twitter.com/agonzalezide/status/222559023638126593","web","Hinzpeter te vai a tener que pasar tu ley por los cocos. Con o sin esa Ley #YoMarchoEl11 para que Chile sea dueño de sus recursos naturales","Estudiante de Ing.Comercial. Rockero barbon, lector de novelas y de libros de historia. Con los pensamientos y las convicciones bien a la Izquierda ","Santiago, Chile","Fri Sep 23 15:37:14 +0000 2011","99","Andres Gonzalez Ide","agonzalezide","Santiago"
"Tue Jul 10 17:44:04 +0000 2012","False",,,"http://twitter.com/RominaBasaezS/status/222748034801483776","web","A recuperar el Cobre, el Agua, el Litio, el Mar, los Bosques y nuestra Educación Pública !!!!  #Yomarchoel11","Secretaria ejecutiva Federacion de Estudiantes Universidad Central de Chile, Estudiante Arquitectura del paisaje. ","","Sat Feb 27 18:01:10 +0000 2010","138","Romina Basaez S","RominaBasaezS","Santiago"
"Sun Sep 09 02:11:01 +0000 2012","False",,,"http://twitter.com/estrellamonroy/status/244618883506520065","web","#YoMarchoel11, nos han cambiado hasta las fechas, a mi nadie me cambia la historia, 11 de septiembre de 1973 en Chile ni perdón  ni olvido!","GestiónCultural,Derechos Humanos, Movimientos Sociales ","Chile-Chillan","Tue May 26 04:10:49 +0000 2009","270","Estrella Monroy ","estrellamonroy","Quito"
"Sun Sep 09 02:11:38 +0000 2012","False",,,"http://twitter.com/gchaconj/status/244619037642981380","web","RT @estrellamonroy: #YoMarchoel11, nos han cambiado hasta las fechas, a mi nadie me cambia la historia, 11 de septiembre de 1973 en Chil ...","","Antofagasta , Chile","Mon Feb 08 05:34:05 +0000 2010","214","gigi chacon jeria","gchaconj","Santiago"
